"","Chromosome","Position","Name"
"455",2,62139716,"R:A-MEXP-192:RP11-334N22"
"456",2,62178612,"R:A-MEXP-192:RP11-349N21"
"457",2,63954974,"R:A-MEXP-192:RP11-320C6"
"458",2,64677233,"R:A-MEXP-192:RP11-448E21"
"459",2,64693951,"R:A-MEXP-192:RP11-572E22"
"460",2,64729147,"R:A-MEXP-192:RP11-494E18"
"461",2,64734303,"R:A-MEXP-192:RP11-451M22"
"462",2,64804195,"R:A-MEXP-192:RP11-515N2"
"463",2,65315790,"R:A-MEXP-192:RP11-567G13"
"464",2,65411689,"R:A-MEXP-192:RP11-519H21"
"465",2,65439796,"R:A-MEXP-192:RP11-459L2"
"466",2,66633081,"R:A-MEXP-192:RP11-559A23"
"467",2,66633122,"R:A-MEXP-192:RP11-552G21"
"468",2,66634736,"R:A-MEXP-192:RP11-421J1"
"469",2,66674462,"R:A-MEXP-192:RP11-444B4"
"470",2,66694414,"R:A-MEXP-192:RP11-526G13"
"471",2,69070911,"R:A-MEXP-192:RP11-492C8_1"
"472",2,69088884,"R:A-MEXP-192:RP11-567J10"
"473",2,69233182,"R:A-MEXP-192:RP11-435E1"
"474",2,70737850,"R:A-MEXP-192:RP11-290A21"
"475",2,71172084,"R:A-MEXP-192:RP11-467P9"
"476",2,71219557,"R:A-MEXP-192:RP11-452A5"
"477",2,72919566,"R:A-MEXP-192:RP11-320I21"
"478",2,74444073,"R:A-MEXP-192:RP11-376N6"
"479",2,74751627,"R:A-MEXP-192:RP11-426A4"
"480",2,75457500,"R:A-MEXP-192:RP11-568A9"
"481",2,75567303,"R:A-MEXP-192:RP11-433F19"
"482",2,76256075,"R:A-MEXP-192:RP11-494K13"
"483",2,79064707,"R:A-MEXP-192:RP11-349I18"
"484",2,79262124,"R:A-MEXP-192:RP11-295G11"
"485",2,80460336,"R:A-MEXP-192:RP11-425H16"
"486",2,80512593,"R:A-MEXP-192:RP11-304F14"
"487",2,84562311,"R:A-MEXP-192:RP11-385H11"
"488",2,85426494,"R:A-MEXP-192:RP11-328C1"
"489",2,85662291,"R:A-MEXP-192:RP11-372G19"
"490",2,86188633,"R:A-MEXP-192:RP11-301O19"
"491",2,86588122,"R:A-MEXP-192:RP11-424H1"
"492",2,87039456,"R:A-MEXP-192:RP11-371N9"
"493",2,87086542,"R:A-MEXP-192:RP11-335D19"
"494",2,87958679,"R:A-MEXP-192:RP11-295P3"
"495",2,95325518,"R:A-MEXP-192:RP11-468G5"
"496",2,95346704,"R:A-MEXP-192:RP11-556E17"
"497",2,95564005,"R:A-MEXP-192:RP11-440D17"
"498",2,96654614,"R:A-MEXP-192:RP11-431B6"
"499",2,96662801,"R:A-MEXP-192:RP11-466M9"
"500",2,96671856,"R:A-MEXP-192:RP11-432G9"
"501",2,96727424,"R:A-MEXP-192:RP11-310G17"
"502",2,96834365,"R:A-MEXP-192:RP11-353K11"
"503",2,96898473,"R:A-MEXP-192:RP11-314H14"
"504",2,97922383,"R:A-MEXP-192:RP11-496K6"
"505",2,98065070,"R:A-MEXP-192:RP11-507M18"
"506",2,100365893,"R:A-MEXP-192:RP11-292K15"
"507",2,100385911,"R:A-MEXP-192:RP11-299B17"
"508",2,100438476,"R:A-MEXP-192:RP11-381B15"
"509",2,100637059,"R:A-MEXP-192:RP11-389I11"
"510",2,101814722,"R:A-MEXP-192:RP11-535N7"
"511",2,101969042,"R:A-MEXP-192:RP11-471C5"
"512",2,105214361,"R:A-MEXP-192:RP11-503P18"
"513",2,105269918,"R:A-MEXP-192:RP11-533H1"
"514",2,106439938,"R:A-MEXP-192:RP11-379M6_1"
"515",2,106479870,"R:A-MEXP-192:RP11-333M15"
"516",2,106512882,"R:A-MEXP-192:RP11-400G9"
"517",2,106939421,"R:A-MEXP-192:RP11-519H15"
"518",2,106963195,"R:A-MEXP-192:RP11-464P18"
"519",2,107016205,"R:A-MEXP-192:RP11-464O17"
"520",2,107779284,"R:A-MEXP-192:RP11-337D5_1"
"521",2,109897028,"R:A-MEXP-192:RP11-385J6"
"522",2,111948359,"R:A-MEXP-192:RP11-546H16"
"523",2,112447576,"R:A-MEXP-192:RP11-336A11"
"524",2,112663392,"R:A-MEXP-192:RP11-311P22"
"525",2,112678334,"R:A-MEXP-192:RP11-342G16"
"526",2,114142908,"R:A-MEXP-192:RP11-432G15"
"527",2,114180609,"R:A-MEXP-192:RP11-394P10"
"528",2,120629081,"R:A-MEXP-192:RP11-438O12"
"529",2,121691290,"R:A-MEXP-192:RP11-473A19"
"530",2,121812481,"R:A-MEXP-192:RP11-441P2"
"531",2,121980696,"R:A-MEXP-192:RP11-548P24"
"532",2,122044476,"R:A-MEXP-192:RP11-473A8"
"533",2,122162900,"R:A-MEXP-192:RP11-520C24"
"534",2,122523355,"R:A-MEXP-192:RP11-437O15"
"535",2,122687237,"R:A-MEXP-192:RP11-455E23"
"536",2,126983890,"R:A-MEXP-192:RP11-505O20"
"537",2,127036486,"R:A-MEXP-192:RP11-498J1"
"538",2,127169780,"R:A-MEXP-192:RP11-449E5"
"539",2,127490553,"R:A-MEXP-192:RP11-538H7"
"540",2,132011391,"R:A-MEXP-192:RP11-_SEQ_MOVED_487E11"
"541",2,135429183,"R:A-MEXP-192:RP11-335K12"
"542",2,135761723,"R:A-MEXP-192:RP11-461C18"
"543",2,136342098,"R:A-MEXP-192:RP11-406M16"
"544",2,136413565,"R:A-MEXP-192:RP11-329I10"
"545",2,136435942,"R:A-MEXP-192:RP11-360I21"
"546",2,143996706,"R:A-MEXP-192:RP11-323O7"
"547",2,143999104,"R:A-MEXP-192:RP11-394B6"
"548",2,144653636,"R:A-MEXP-192:RP11-420G10"
"549",2,144792248,"R:A-MEXP-192:RP11-317L19"
"550",2,145075278,"R:A-MEXP-192:RP11-379G6"
"551",2,152167500,"R:A-MEXP-192:RP11-352K20"
"552",2,153986722,"R:A-MEXP-192:RP11-389K15"
"553",2,155494552,"R:A-MEXP-192:RP11-335C15"
"554",2,157840154,"R:A-MEXP-192:RP11-389E16"
"555",2,159255710,"R:A-MEXP-192:RP11-396L5"
"556",2,159363290,"R:A-MEXP-192:RP11-349H18"
"557",2,159682504,"R:A-MEXP-192:RP11-343J7"
"558",2,159682520,"R:A-MEXP-192:RP11-371E11"
"559",2,160983542,"R:A-MEXP-192:RP11-327B4"
"560",2,161740899,"R:A-MEXP-192:RP11-362A7"
"561",2,161917548,"R:A-MEXP-192:RP11-307A5"
"562",2,162669131,"R:A-MEXP-192:RP11-416P13"
"563",2,162706021,"R:A-MEXP-192:RP11-419I11"
"564",2,162729062,"R:A-MEXP-192:RP11-428M1"
"565",2,165211379,"R:A-MEXP-192:RP11-411A9"
"566",2,168797181,"R:A-MEXP-192:RP11-423K5"
"567",2,169456405,"R:A-MEXP-192:RP11-438M21"
"568",2,171672081,"R:A-MEXP-192:RP11-446K13"
"569",2,171674076,"R:A-MEXP-192:RP11-437G23"
"570",2,171896876,"R:A-MEXP-192:RP11-470B3"
"571",2,171896884,"R:A-MEXP-192:RP11-468J23"
"572",2,171896895,"R:A-MEXP-192:RP11-470A4"
"573",2,171925070,"R:A-MEXP-192:RP11-465K11"
"574",2,172075428,"R:A-MEXP-192:RP11-470A2"
"575",2,172560477,"R:A-MEXP-192:RP11-293M4"
"576",2,175822448,"R:A-MEXP-192:RP11-343H18"
"577",2,178180100,"R:A-MEXP-192:RP11-352I1"
"578",2,180443806,"R:A-MEXP-192:RP11-299N22"
"579",2,180526425,"R:A-MEXP-192:RP11-328I19"
"580",2,185367772,"R:A-MEXP-192:RP11-507H2"
"581",2,185437280,"R:A-MEXP-192:RP11-446F10"
"582",2,187261273,"R:A-MEXP-192:RP11-439C13"
"583",2,187271255,"R:A-MEXP-192:RP11-556A11"
"584",2,187386448,"R:A-MEXP-192:RP11-435G2"
"585",2,190137275,"R:A-MEXP-192:RP11-417H10"
"586",2,190165558,"R:A-MEXP-192:RP11-328L10"
"587",2,190183957,"R:A-MEXP-192:RP11-338J16"
"588",2,190185149,"R:A-MEXP-192:RP11-315D12"
"589",2,190203233,"R:A-MEXP-192:RP11-383O1"
"590",2,190267158,"R:A-MEXP-192:RP11-349B22"
"591",2,190356438,"R:A-MEXP-192:RP11-441C17"
"592",2,191055055,"R:A-MEXP-192:RP11-536O8"
"593",2,191061468,"R:A-MEXP-192:RP11-469O10"
"594",2,191081102,"R:A-MEXP-192:RP11-336L9"
"595",2,192428467,"R:A-MEXP-192:RP11-437B21"
"596",2,192529767,"R:A-MEXP-192:RP11-498E22"
"597",2,196328142,"R:A-MEXP-192:RP11-449J2"
"598",2,197967626,"R:A-MEXP-192:RP11-308C21"
"599",2,203438073,"R:A-MEXP-192:RP11-535C14"
"600",2,203438136,"R:A-MEXP-192:RP11-480M12"
"601",2,203462647,"R:A-MEXP-192:RP11-553O13"
"602",2,206169745,"R:A-MEXP-192:RP11-475D24"
"603",2,207156561,"R:A-MEXP-192:RP11-522F7"
"604",2,207311101,"R:A-MEXP-192:RP11-455J6"
"605",2,208338877,"R:A-MEXP-192:RP11-466F14"
"606",2,208380947,"R:A-MEXP-192:RP11-550K11"
"607",2,208385613,"R:A-MEXP-192:RP11-534M17"
"608",2,208385628,"R:A-MEXP-192:RP11-534O18"
"609",2,208433205,"R:A-MEXP-192:RP11-487E7"
"610",2,208436929,"R:A-MEXP-192:RP11-555P15"
"611",2,210373323,"R:A-MEXP-192:RP11-559J5"
"612",2,210518161,"R:A-MEXP-192:RP11-437J20"
"613",2,210523179,"R:A-MEXP-192:RP11-437H4"
"614",2,211238836,"R:A-MEXP-192:RP11-481K11"
"615",2,212015164,"R:A-MEXP-192:RP11-436P9"
"616",2,212058607,"R:A-MEXP-192:RP11-437I22"
"617",2,212075643,"R:A-MEXP-192:RP11-568E19"
"618",2,212132360,"R:A-MEXP-192:RP11-461F12"
"619",2,215470942,"R:A-MEXP-192:RP11-501N3"
"620",2,215887866,"R:A-MEXP-192:RP11-458B8"
"621",2,216011739,"R:A-MEXP-192:RP11-552M21"
"622",2,216035622,"R:A-MEXP-192:RP11-565A13"
"623",2,216050748,"R:A-MEXP-192:RP11-439K20"
"624",2,216555026,"R:A-MEXP-192:RP11-494F1"
"625",2,216855343,"R:A-MEXP-192:RP11-422C24"
"626",2,217054213,"R:A-MEXP-192:RP11-529E8"
"627",2,217192677,"R:A-MEXP-192:RP11-439G1"
"628",2,218083922,"R:A-MEXP-192:RP11-414I16"
"629",2,218100715,"R:A-MEXP-192:RP11-531J9"
"630",2,218128490,"R:A-MEXP-192:RP11-342K7"
"631",2,218213329,"R:A-MEXP-192:RP11-395D4"
"632",2,220032423,"R:A-MEXP-192:RP11-316O14"
"633",2,220230173,"R:A-MEXP-192:RP11-324P2"
"634",2,223615357,"R:A-MEXP-192:RP11-408H14"
"635",2,224165782,"R:A-MEXP-192:RP11-509B8"
"636",2,225069803,"R:A-MEXP-192:RP11-337K4"
"637",2,225164164,"R:A-MEXP-192:RP11-454H18"
"638",2,225241866,"R:A-MEXP-192:RP11-385C24"
"639",2,229816491,"R:A-MEXP-192:RP11-528L9"
"640",2,229831226,"R:A-MEXP-192:RP11-499F5"
"641",2,229955386,"R:A-MEXP-192:RP11-494H18"
"642",2,230000732,"R:A-MEXP-192:RP11-549L1"
"643",2,230869192,"R:A-MEXP-192:RP11-552D9"
"644",2,230954320,"R:A-MEXP-192:RP11-532K23"
"645",2,230967964,"R:A-MEXP-192:RP11-543M2"
"646",2,230967975,"R:A-MEXP-192:RP11-493N24"
"647",2,232006967,"R:A-MEXP-192:RP11-558E6"
"648",2,232063239,"R:A-MEXP-192:RP11-562I5"
"649",2,232492887,"R:A-MEXP-192:RP11-427I23"
"650",2,233425333,"R:A-MEXP-192:RP11-515D18"
"651",2,233448743,"R:A-MEXP-192:RP11-542K15"
"652",2,233534619,"R:A-MEXP-192:RP11-494A5"
"653",2,233534632,"R:A-MEXP-192:RP11-494B5"
"654",2,233973302,"R:A-MEXP-192:RP11-563N18"
"655",2,234029975,"R:A-MEXP-192:RP11-508K7"
"656",2,234356103,"R:A-MEXP-192:RP11-519C4"
"657",2,234402937,"R:A-MEXP-192:RP11-518G14"
"658",2,234408658,"R:A-MEXP-192:RP11-505J15"
"659",2,234574021,"R:A-MEXP-192:RP11-546E12"
"660",2,237757660,"R:A-MEXP-192:RP11-445N24"
"661",2,238590714,"R:A-MEXP-192:RP11-453O3"
"662",2,238776421,"R:A-MEXP-192:RP11-526L8"
"663",2,238960785,"R:A-MEXP-192:RP11-498I9"
"664",2,239135314,"R:A-MEXP-192:RP11-556N1"
"665",2,241148269,"R:A-MEXP-192:RP11-554J14"
"666",2,241311189,"R:A-MEXP-192:RP11-443J4"
"667",2,242708126,"R:A-MEXP-192:RP11-489C11"
"668",3,2343095,"R:A-MEXP-192:RP11-129K01"
"669",3,2443356,"R:A-MEXP-192:RP11-63O1"
"670",3,2675495,"R:A-MEXP-192:RP11-129L14"
"671",3,3754638,"R:A-MEXP-192:RP11-453F3"
"672",3,4016396,"R:A-MEXP-192:RP11-32F23"
"673",3,4328221,"R:A-MEXP-192:RP11-183N22"
"674",3,5501899,"R:A-MEXP-192:RP11-33E18"
"675",3,6823319,"R:A-MEXP-192:RP11-28P14"
"676",3,7204219,"R:A-MEXP-192:RP11-669E3"
"677",3,7387499,"R:A-MEXP-192:RP11-294L5"
"678",3,8028405,"R:A-MEXP-192:RP11-21J23"
"679",3,8686064,"R:A-MEXP-192:RP11-128A5"
"680",3,8917082,"R:A-MEXP-192:RP11-19E8"
"681",3,9796916,"R:A-MEXP-192:RP11-402P11"
"682",3,10643476,"R:A-MEXP-192:RP11-1009J05_1"
"683",3,10788429,"R:A-MEXP-192:RP11-115G3"
"684",3,11492246,"R:A-MEXP-192:RP11-1017A06"
"685",3,11757819,"R:A-MEXP-192:RP11-625C9"
"686",3,13458002,"R:A-MEXP-192:RP11-470I10"
"687",3,13892339,"R:A-MEXP-192:RP11-271E2"
"688",3,13900967,"R:A-MEXP-192:RP11-1003P23"
"689",3,14342777,"R:A-MEXP-192:RP11-121D03"
"690",3,15107524,"R:A-MEXP-192:RP11-72K12"
"691",3,15213261,"R:A-MEXP-192:RP11-279L16"
"692",3,15272098,"R:A-MEXP-192:RP11-1014N11"
"693",3,15780361,"R:A-MEXP-192:RP11-255O19"
"694",3,16219830,"R:A-MEXP-192:RP11-1015N05"
"695",3,16330395,"R:A-MEXP-192:RP11-125A16"
"696",3,19509110,"R:A-MEXP-192:RP11-1047F22"
"697",3,20148467,"R:A-MEXP-192:RP11-197J13"
"698",3,22145680,"R:A-MEXP-192:RP11-484G2"
"699",3,22372628,"R:A-MEXP-192:RP11-208G16"
"700",3,22913708,"R:A-MEXP-192:RP11-245E05"
"701",3,23814446,"R:A-MEXP-192:RP11-41F05"
"702",3,25447986,"R:A-MEXP-192:RP11-421F9"
"703",3,27932374,"R:A-MEXP-192:RP11-1048J17"
"704",3,28645903,"R:A-MEXP-192:RP11-11L6"
"705",3,29867263,"R:A-MEXP-192:RP11-103N21_1"
"706",3,30652535,"R:A-MEXP-192:RP11-1018E02"
"707",3,30705921,"R:A-MEXP-192:RP11-167C9"
"708",3,34981195,"R:A-MEXP-192:RP11-56P22"
"709",3,35799414,"R:A-MEXP-192:RP11-172A18"
"710",3,36459099,"R:A-MEXP-192:RP11-286G05"
"711",3,37366642,"R:A-MEXP-192:RP11-1013M04"
"712",3,38244252,"R:A-MEXP-192:RP11-209O16_1"
"713",3,39851553,"R:A-MEXP-192:RP11-268J19"
"714",3,41879186,"R:A-MEXP-192:RP11-299L23"
"715",3,42218186,"R:A-MEXP-192:RP11-1043F09"
"716",3,42393869,"R:A-MEXP-192:RP11-241P03"
"717",3,42430733,"R:A-MEXP-192:RP11-119L2"
"718",3,42434453,"R:A-MEXP-192:RP11-219I21"
"719",3,43402968,"R:A-MEXP-192:RP11-002G06"
"720",3,43499657,"R:A-MEXP-192:RP11-24L15"
"721",3,43909516,"R:A-MEXP-192:RP11-571B6"
"722",3,44567436,"R:A-MEXP-192:RP11-189H19"
"723",3,44587908,"R:A-MEXP-192:RP11-1034I13"
"724",3,44675072,"R:A-MEXP-192:RP11-348P10"
"725",3,45315381,"R:A-MEXP-192:RP11-111P21"
"726",3,46857872,"R:A-MEXP-192:RP11-425J9"
"727",3,48150058,"R:A-MEXP-192:RP11-1010N14"
"728",3,50533656,"R:A-MEXP-192:RP11-804H8"
"729",3,52571561,"R:A-MEXP-192:RP11-865O5"
"730",3,54007388,"R:A-MEXP-192:RP11-122D19"
"731",3,54454496,"R:A-MEXP-192:RP11-124O02"
"732",3,54627277,"R:A-MEXP-192:RP11-1017N04"
"733",3,54670687,"R:A-MEXP-192:RP11-189K09"
"734",3,54900084,"R:A-MEXP-192:RP11-1020F12"
"735",3,55803947,"R:A-MEXP-192:RP11-39L1"
"736",3,56171548,"R:A-MEXP-192:RP11-169G24"
"737",3,56798677,"R:A-MEXP-192:RP11-754F19"
"738",3,57310612,"R:A-MEXP-192:RP11-120C02"
"739",3,57370433,"R:A-MEXP-192:RP11-229A12"
"740",3,58418891,"R:A-MEXP-192:RP11-1018A22"
"741",3,58507024,"R:A-MEXP-192:RP11-92A17"
"742",3,59538558,"R:A-MEXP-192:RP11-1017L15"
"743",3,60484946,"R:A-MEXP-192:RP11-1001K04"
"744",3,60756956,"R:A-MEXP-192:RP11-94D19"
"745",3,62459944,"R:A-MEXP-192:RP11-1007P08"
"746",3,62473233,"R:A-MEXP-192:RP11-114P15"
"747",3,63254927,"R:A-MEXP-192:RP11-108A08"
"748",3,63683848,"R:A-MEXP-192:RP11-50F24"
"749",3,64013182,"R:A-MEXP-192:RP11-129B22"
"750",3,64182441,"R:A-MEXP-192:RP11-179B9"
"751",3,64352431,"R:A-MEXP-192:RP11-14D22"
"752",3,67739513,"R:A-MEXP-192:RP11-146E16"
"753",3,69701827,"R:A-MEXP-192:RP11-444P10"
"754",3,70409923,"R:A-MEXP-192:RP11-1008C04"
"755",3,71357435,"R:A-MEXP-192:RP11-317G18"
"756",3,71622958,"R:A-MEXP-192:RP11-154H23"
"757",3,72455280,"R:A-MEXP-192:RP11-522N9"
"758",3,74210884,"R:A-MEXP-192:RP11-781E19"
"759",3,77584847,"R:A-MEXP-192:RP11-220O14"
"760",3,86088415,"R:A-MEXP-192:RP11-447J13"
"761",3,86131902,"R:A-MEXP-192:RP11-8M11"
"762",3,87913488,"R:A-MEXP-192:RP11-424C9"
"763",3,95525743,"R:A-MEXP-192:RP11-285J14"
"764",3,99049002,"R:A-MEXP-192:RP11-449F7"
"765",3,100218677,"R:A-MEXP-192:RP11-1009O05"
"766",3,101136459,"R:A-MEXP-192:RP11-395D05"
"767",3,101478696,"R:A-MEXP-192:RP11-114I8"
"768",3,104643715,"R:A-MEXP-192:RP11-490H13"
"769",3,106200730,"R:A-MEXP-192:RP11-69N24"
"770",3,109429965,"R:A-MEXP-192:RP11-1008H10"
"771",3,109785989,"R:A-MEXP-192:RP11-161J9"
"772",3,109969472,"R:A-MEXP-192:RP11-166C10"
"773",3,110884297,"R:A-MEXP-192:RP11-71D1"
"774",3,111584231,"R:A-MEXP-192:RP11-56C16"
"775",3,112433571,"R:A-MEXP-192:RP11-745L2"
"776",3,112745660,"R:A-MEXP-192:RP11-12P11"
"777",3,114199281,"R:A-MEXP-192:RP11-153K19"
"778",3,114419497,"R:A-MEXP-192:RP11-5K13"
"779",3,114623826,"R:A-MEXP-192:RP11-24O5"
"780",3,115678995,"R:A-MEXP-192:RP11-342J15"
"781",3,116606843,"R:A-MEXP-192:RP11-214A05"
"782",3,116875426,"R:A-MEXP-192:RP11-217N3"
"783",3,118631102,"R:A-MEXP-192:RP11-220G20"
"784",3,118775907,"R:A-MEXP-192:RP11-373C21"
"785",3,119084437,"R:A-MEXP-192:RP11-165B13"
"786",3,119640963,"R:A-MEXP-192:RP11-233L03"
"787",3,120926479,"R:A-MEXP-192:RP11-169N13"
"788",3,121651165,"R:A-MEXP-192:RP11-359H3"
"789",3,122543815,"R:A-MEXP-192:RP11-10G15"
"790",3,123892561,"R:A-MEXP-192:RP11-396B8"
"791",3,124158900,"R:A-MEXP-192:RP11-563J15"
"792",3,124525892,"R:A-MEXP-192:RP11-217P4"
"793",3,125194521,"R:A-MEXP-192:RP11-401B04"
"794",3,125400807,"R:A-MEXP-192:RP11-25L9"
"795",3,125562399,"R:A-MEXP-192:RP11-95H16"
"796",3,126725935,"R:A-MEXP-192:RP11-578N15"
"797",3,127426586,"R:A-MEXP-192:RP11-205A06"
"798",3,128599467,"R:A-MEXP-192:RP11-59J16"
"799",3,129094318,"R:A-MEXP-192:RP11-525K18"
"800",3,132663753,"R:A-MEXP-192:RP11-391E07"
"801",3,133083719,"R:A-MEXP-192:RP11-446K3"
"802",3,134769763,"R:A-MEXP-192:RP11-883M5"
"803",3,136105254,"R:A-MEXP-192:RP11-452H12"
"804",3,136799829,"R:A-MEXP-192:RP11-220J13"
"805",3,137390194,"R:A-MEXP-192:RP11-566E10"
"806",3,137606244,"R:A-MEXP-192:RP11-219P10"
"807",3,138083877,"R:A-MEXP-192:RP11-1005P08"
"808",3,138876372,"R:A-MEXP-192:RP11-630C21"
"809",3,138894920,"R:A-MEXP-192:RP11-162J10"
"810",3,140006826,"R:A-MEXP-192:RP11-548O1"
"811",3,140942615,"R:A-MEXP-192:RP11-166D18"
"812",3,141483767,"R:A-MEXP-192:RP11-217F11"
"813",3,142750846,"R:A-MEXP-192:RP11-1017D17"
"814",3,142881532,"R:A-MEXP-192:RP11-429A8"
"815",3,144154821,"R:A-MEXP-192:RP11-160A13"
"816",3,144198241,"R:A-MEXP-192:RP11-1016P22"
"817",3,144846151,"R:A-MEXP-192:RP11-165M11"
"818",3,145136090,"R:A-MEXP-192:RP11-260J24"
"819",3,146062113,"R:A-MEXP-192:RP11-1017G11"
"820",3,146548430,"R:A-MEXP-192:RP11-72E23"
"821",3,146674153,"R:A-MEXP-192:RP11-394C03"
"822",3,148984715,"R:A-MEXP-192:RP11-_SEQ_MOVED_780O22"
"823",3,149845120,"R:A-MEXP-192:RP11-505J9"
"824",3,150289810,"R:A-MEXP-192:RP11-229G6"
"825",3,151141688,"R:A-MEXP-192:RP11-63E16"
"826",3,151508475,"R:A-MEXP-192:RP11-145F16"
"827",3,152255495,"R:A-MEXP-192:RP11-385G14"
"828",3,152272309,"R:A-MEXP-192:RP11-1015K02"
"829",3,152413965,"R:A-MEXP-192:RP11-64F6"
"830",3,152788889,"R:A-MEXP-192:RP11-65L11"
"831",3,153502285,"R:A-MEXP-192:RP11-362A9"
"832",3,153590898,"R:A-MEXP-192:RP11-80I14"
"833",3,154726166,"R:A-MEXP-192:RP11-372M20"
"834",3,156873935,"R:A-MEXP-192:RP11-286N6"
"835",3,157904839,"R:A-MEXP-192:RP11-392A22"
"836",3,159777800,"R:A-MEXP-192:RP11-79M21"
"837",3,160726458,"R:A-MEXP-192:RP11-_SEQ_MOVED_209H21"
"838",3,160982017,"R:A-MEXP-192:RP11-_SEQ_MOVED_393C07"
"839",3,160982027,"R:A-MEXP-192:RP11-1006M15"
"840",3,162044657,"R:A-MEXP-192:RP11-203L15"
"841",3,162062977,"R:A-MEXP-192:RP11-1021K12"
"842",3,163812231,"R:A-MEXP-192:RP11-1045H21"
"843",3,165289729,"R:A-MEXP-192:RP11-198G24"
"844",3,166478030,"R:A-MEXP-192:RP11-478O19"
"845",3,167553201,"R:A-MEXP-192:RP11-190F16"
"846",3,168656400,"R:A-MEXP-192:RP11-264D07"
"847",3,168937669,"R:A-MEXP-192:RP11-297J9"
"848",3,169692713,"R:A-MEXP-192:RP11-24L16"
"849",3,170312782,"R:A-MEXP-192:RP11-250A4"
"850",3,170366521,"R:A-MEXP-192:RP11-141C22"
"851",3,171444153,"R:A-MEXP-192:RP11-543D10"
"852",3,171644118,"R:A-MEXP-192:RP11-151P12"
"853",3,171682545,"R:A-MEXP-192:RP11-1050E20"
"854",3,172363333,"R:A-MEXP-192:RP11-26K1"
"855",3,173181133,"R:A-MEXP-192:RP11-163H6"
"856",3,173680241,"R:A-MEXP-192:RP11-196F13_1"
"857",3,174590760,"R:A-MEXP-192:RP11-172G05"
"858",3,174848631,"R:A-MEXP-192:RP11-148D23"
"859",3,176531695,"R:A-MEXP-192:RP11-292L5"
"860",3,178895028,"R:A-MEXP-192:RP11-114M01"
"861",3,179103103,"R:A-MEXP-192:RP11-253H10"
"862",3,180355484,"R:A-MEXP-192:RP11-_SEQ_MOVED_506I11"
"863",3,180910839,"R:A-MEXP-192:RP11-118F4"
"864",3,180940401,"R:A-MEXP-192:RP11-1056B05"
"865",3,181653311,"R:A-MEXP-192:RP11-510K16"
"866",3,182467731,"R:A-MEXP-192:RP11-275H4"
"867",3,183453852,"R:A-MEXP-192:RP11-259I19"
"868",3,185039413,"R:A-MEXP-192:RP11-12L14"
"869",3,185424434,"R:A-MEXP-192:RP11-242B01"
"870",3,185459125,"R:A-MEXP-192:RP11-125E8"
"871",3,185483273,"R:A-MEXP-192:RP11-_SEQ_MOVED_433E10"
"872",3,185548346,"R:A-MEXP-192:RP11-1047H07"
"873",3,185548347,"R:A-MEXP-192:RP11-1047I08"
"874",3,187368247,"R:A-MEXP-192:RP11-379C23"
"875",3,188628806,"R:A-MEXP-192:RP11-567G11"
"876",3,189021484,"R:A-MEXP-192:RP11-358G06"
"877",3,189499875,"R:A-MEXP-192:RP11-1044G24"
"878",3,189918761,"R:A-MEXP-192:RP11-67E18"
"879",3,190315000,"R:A-MEXP-192:RP11-115I8"
"880",3,190561333,"R:A-MEXP-192:RP11-178K17"
"881",3,191083455,"R:A-MEXP-192:RP11-53D15"
"882",3,191341042,"R:A-MEXP-192:RP11-455C22"
"883",3,191574576,"R:A-MEXP-192:RP11-54L09"
"884",3,192008790,"R:A-MEXP-192:RP11-332P22"
"885",3,192895291,"R:A-MEXP-192:RP11-608P9"
"886",3,193159977,"R:A-MEXP-192:RP11-88M01"
"887",3,193863533,"R:A-MEXP-192:RP11-56C4"
"888",3,195051712,"R:A-MEXP-192:RP11-326J2"
"889",3,195373010,"R:A-MEXP-192:RP11-513G11"
"890",3,197160538,"R:A-MEXP-192:RP11-480A16"
"891",3,198392987,"R:A-MEXP-192:RP11-233N20"
"892",4,248196,"R:A-MEXP-192:RP11-349C22"
"893",4,279930,"R:A-MEXP-192:RP11-_SEQ_MOVED_301N17"
"894",4,656253,"R:A-MEXP-192:RP11-310H1"
"895",4,722068,"R:A-MEXP-192:RP11-308K21"
"896",4,1357915,"R:A-MEXP-192:RP11-386I15"
"897",4,1913601,"R:A-MEXP-192:RP11-291C17"
"898",4,4469058,"R:A-MEXP-192:RP11-466A9"
"899",4,6730291,"R:A-MEXP-192:RP11-432K8"
"900",4,6762241,"R:A-MEXP-192:RP11-410C22"
"901",4,6994712,"R:A-MEXP-192:RP11-303M5"
"902",4,7179194,"R:A-MEXP-192:RP11-303C10"
"903",4,8587706,"R:A-MEXP-192:RP11-301J10"
"904",4,8640280,"R:A-MEXP-192:RP11-306I8"
"905",4,8708888,"R:A-MEXP-192:RP11-358C18"
"906",4,12893787,"R:A-MEXP-192:RP11-312I17"
"907",4,15409734,"R:A-MEXP-192:RP11-469O6"
"908",4,15412620,"R:A-MEXP-192:RP11-442P12"
"909",4,15473482,"R:A-MEXP-192:RP11-565F20"
"910",4,15518362,"R:A-MEXP-192:RP11-446O20"
"911",4,20131998,"R:A-MEXP-192:RP11-557H5"
"912",4,21064850,"R:A-MEXP-192:RP11-559F10"
"913",4,21196281,"R:A-MEXP-192:RP11-499K16"
"914",4,21979682,"R:A-MEXP-192:RP11-570J21"
"915",4,21979780,"R:A-MEXP-192:RP11-481K22"
"916",4,24281154,"R:A-MEXP-192:RP11-496C24"
